Member_number,Date,itemDescription,Invoice_id
4138,04-09-2015,curd,4138_04-09-2015
2816,11-10-2015,bottled beer,2816_11-10-2015
2568,19-05-2015,whipped/sour cream,2568_19-05-2015
4512,07-03-2015,frankfurter,4512_07-03-2015
1628,19-11-2015,soda,1628_19-11-2015
3911,05-03-2015,specialty cheese,3911_05-03-2015
3736,31-03-2015,other vegetables,3736_31-03-2015
4644,02-07-2015,misc. beverages,4644_02-07-2015
1583,31-05-2015,bottled water,1583_31-05-2015
3338,17-08-2015,soda,3338_17-08-2015
2427,08-01-2015,other vegetables,2427_08-01-2015
1302,26-08-2015,citrus fruit,1302_26-08-2015
4499,29-10-2015,root vegetables,4499_29-10-2015
1785,03-02-2015,turkey,1785_03-02-2015
3961,24-12-2015,yogurt,3961_24-12-2015
2326,16-07-2015,citrus fruit,2326_16-07-2015
1319,18-08-2015,pip fruit,1319_18-08-2015
2370,06-05-2015,curd,2370_06-05-2015
3118,27-03-2015,liver loaf,3118_27-03-2015
1067,05-03-2015,whole milk,1067_05-03-2015
2870,25-10-2015,beef,2870_25-10-2015
3843,17-10-2015,ice cream,3843_17-10-2015
1978,06-03-2015,beef,1978_06-03-2015
1849,25-06-2015,pork,1849_25-06-2015
4077,04-08-2015,pip fruit,4077_04-08-2015
2494,03-09-2015,chicken,2494_03-09-2015
1442,31-08-2015,chicken,1442_31-08-2015
3840,28-07-2015,liqueur,3840_28-07-2015
4288,26-05-2015,berries,4288_26-05-2015
4877,14-06-2015,sausage,4877_14-06-2015
3215,31-01-2015,sausage,3215_31-01-2015
2425,20-02-2015,other vegetables,2425_20-02-2015
2345,17-12-2015,bottled beer,2345_17-12-2015
1967,27-10-2015,sausage,1967_27-10-2015
2231,03-12-2015,bottled water,2231_03-12-2015
3946,13-02-2015,newspapers,3946_13-02-2015
3062,01-08-2015,soda,3062_01-08-2015
2389,13-11-2015,packaged fruit/vegetables,2389_13-11-2015
3599,21-11-2015,dessert,3599_21-11-2015
1737,05-09-2015,hamburger meat,1737_05-09-2015
3612,24-06-2015,white bread,3612_24-06-2015
4070,27-07-2015,sausage,4070_27-07-2015
3206,29-06-2015,shopping bags,3206_29-06-2015
4065,05-05-2015,shopping bags,4065_05-05-2015
3804,21-06-2015,beef,3804_21-06-2015
3308,23-10-2015,citrus fruit,3308_23-10-2015
2594,21-05-2015,citrus fruit,2594_21-05-2015
4521,15-09-2015,frozen potato products,4521_15-09-2015
2226,20-02-2015,curd,2226_20-02-2015
3620,16-05-2015,frankfurter,3620_16-05-2015
1277,23-10-2015,whipped/sour cream,1277_23-10-2015
3704,28-09-2015,whole milk,3704_28-09-2015
3815,27-06-2015,pastry,3815_27-06-2015
1724,23-07-2015,whole milk,1724_23-07-2015
1619,29-10-2015,whole milk,1619_29-10-2015
2193,30-09-2015,citrus fruit,2193_30-09-2015
4319,26-10-2015,whole milk,4319_26-10-2015
1836,08-09-2015,oil,1836_08-09-2015
1593,31-01-2015,meat,1593_31-01-2015
4082,18-01-2015,specialty chocolate,4082_18-01-2015
2934,13-09-2015,bottled beer,2934_13-09-2015
2577,26-01-2015,ice cream,2577_26-01-2015
4944,03-10-2015,other vegetables,4944_03-10-2015
3439,25-08-2015,beef,3439_25-08-2015
2475,07-05-2015,canned vegetables,2475_07-05-2015
2492,11-05-2015,beef,2492_11-05-2015
2337,10-05-2015,citrus fruit,2337_10-05-2015
4779,09-11-2015,sausage,4779_09-11-2015
2661,01-05-2015,bottled water,2661_01-05-2015
1136,03-11-2015,tropical fruit,1136_03-11-2015
4286,12-09-2015,other vegetables,4286_12-09-2015
2810,29-01-2015,root vegetables,2810_29-01-2015
3294,10-04-2015,dessert,3294_10-04-2015
1567,01-04-2015,chewing gum,1567_01-04-2015
4381,19-08-2015,onions,4381_19-08-2015
2340,10-10-2015,pip fruit,2340_10-10-2015
2570,24-08-2015,soda,2570_24-08-2015
4922,17-12-2015,packaged fruit/vegetables,4922_17-12-2015
1339,23-05-2015,tropical fruit,1339_23-05-2015
2245,03-04-2015,canned beer,2245_03-04-2015
3583,23-09-2015,sausage,3583_23-09-2015
3469,20-05-2015,soda,3469_20-05-2015
4092,29-03-2015,whole milk,4092_29-03-2015
1629,08-06-2015,frozen dessert,1629_08-06-2015
4763,28-10-2015,citrus fruit,4763_28-10-2015
4202,02-12-2015,coffee,4202_02-12-2015
2314,02-11-2015,oil,2314_02-11-2015
2903,02-08-2015,tropical fruit,2903_02-08-2015
4320,11-12-2015,soda,4320_11-12-2015
4810,15-08-2015,chicken,4810_15-08-2015
1700,30-10-2015,other vegetables,1700_30-10-2015
3272,21-06-2015,dessert,3272_21-06-2015
3762,20-08-2015,sausage,3762_20-08-2015
1125,12-05-2015,condensed milk,1125_12-05-2015
3500,31-01-2015,brown bread,3500_31-01-2015
1174,26-01-2015,pip fruit,1174_26-01-2015
4875,26-10-2015,bottled water,4875_26-10-2015
4871,19-09-2015,shopping bags,4871_19-09-2015
3009,14-08-2015,sausage,3009_14-08-2015
3593,20-09-2015,whole milk,3593_20-09-2015
4954,24-09-2015,soda,4954_24-09-2015
4864,05-11-2015,whole milk,4864_05-11-2015
4464,04-03-2015,pastry,4464_04-03-2015
3089,17-10-2015,citrus fruit,3089_17-10-2015
3764,10-11-2015,ice cream,3764_10-11-2015
1804,26-01-2015,whole milk,1804_26-01-2015
4804,14-07-2015,whole milk,4804_14-07-2015
3545,30-11-2015,frankfurter,3545_30-11-2015
3904,30-01-2015,citrus fruit,3904_30-01-2015
1893,11-01-2015,yogurt,1893_11-01-2015
3418,13-03-2015,yogurt,3418_13-03-2015
3694,10-02-2015,rolls/buns,3694_10-02-2015
2613,03-02-2015,soda,2613_03-02-2015
3141,16-11-2015,onions,3141_16-11-2015
4501,26-03-2015,butter milk,4501_26-03-2015
3424,01-05-2015,frankfurter,3424_01-05-2015
2564,12-05-2015,frozen dessert,2564_12-05-2015
2575,22-02-2015,citrus fruit,2575_22-02-2015
4507,15-08-2015,tropical fruit,4507_15-08-2015
1492,29-01-2015,hard cheese,1492_29-01-2015
1514,08-04-2015,whipped/sour cream,1514_08-04-2015
1732,29-05-2015,pork,1732_29-05-2015
3161,12-06-2015,onions,3161_12-06-2015
3094,06-10-2015,tropical fruit,3094_06-10-2015
1585,07-01-2015,other vegetables,1585_07-01-2015
1707,09-06-2015,sausage,1707_09-06-2015
2467,09-06-2015,chocolate,2467_09-06-2015
2143,12-02-2015,soda,2143_12-02-2015
2088,09-02-2015,yogurt,2088_09-02-2015
2814,08-01-2015,pip fruit,2814_08-01-2015
3940,09-03-2015,bottled water,3940_09-03-2015
4177,15-06-2015,bottled beer,4177_15-06-2015
4260,19-10-2015,frozen vegetables,4260_19-10-2015
2169,01-11-2015,detergent,2169_01-11-2015
1612,06-11-2015,bottled water,1612_06-11-2015
1464,03-06-2015,other vegetables,1464_03-06-2015
3870,21-02-2015,yogurt,3870_21-02-2015
3253,20-06-2015,sweet spreads,3253_20-06-2015
2784,13-11-2015,tropical fruit,2784_13-11-2015
2548,11-11-2015,whole milk,2548_11-11-2015
4064,10-02-2015,citrus fruit,4064_10-02-2015
2309,23-03-2015,citrus fruit,2309_23-03-2015
3104,13-05-2015,citrus fruit,3104_13-05-2015
2849,24-11-2015,pork,2849_24-11-2015
3461,26-06-2015,yogurt,3461_26-06-2015
1601,02-12-2015,beef,1601_02-12-2015
3701,15-04-2015,shopping bags,3701_15-04-2015
3955,23-11-2015,whipped/sour cream,3955_23-11-2015
4719,28-12-2015,other vegetables,4719_28-12-2015
1690,21-08-2015,sugar,1690_21-08-2015
1315,26-08-2015,packaged fruit/vegetables,1315_26-08-2015
3772,18-02-2015,tropical fruit,3772_18-02-2015
3797,16-09-2015,whole milk,3797_16-09-2015
3515,03-07-2015,canned beer,3515_03-07-2015
4163,13-03-2015,tropical fruit,4163_13-03-2015
1374,05-08-2015,chewing gum,1374_05-08-2015
2775,07-01-2015,tropical fruit,2775_07-01-2015
3937,25-04-2015,white wine,3937_25-04-2015
3166,14-03-2015,whole milk,3166_14-03-2015
1805,09-06-2015,canned beer,1805_09-06-2015
2624,21-05-2015,tropical fruit,2624_21-05-2015
4072,14-08-2015,chicken,4072_14-08-2015
1794,17-09-2015,sweet spreads,1794_17-09-2015
3673,27-08-2015,packaged fruit/vegetables,3673_27-08-2015
2696,02-09-2015,other vegetables,2696_02-09-2015
1991,09-12-2015,citrus fruit,1991_09-12-2015
2321,26-01-2015,whipped/sour cream,2321_26-01-2015
2636,19-05-2015,hamburger meat,2636_19-05-2015
4721,06-07-2015,bottled water,4721_06-07-2015
3051,09-02-2015,frozen meals,3051_09-02-2015
1705,20-07-2015,white bread,1705_20-07-2015
4714,30-08-2015,pastry,4714_30-08-2015
1327,08-06-2015,bottled beer,1327_08-06-2015
4719,26-09-2015,tropical fruit,4719_26-09-2015
3185,02-03-2015,sausage,3185_02-03-2015
3621,05-03-2015,soda,3621_05-03-2015
3308,17-07-2015,rolls/buns,3308_17-07-2015
1915,07-08-2015,UHT-milk,1915_07-08-2015
2753,08-09-2015,nuts/prunes,2753_08-09-2015
2792,24-10-2015,canned beer,2792_24-10-2015
1723,08-12-2015,tropical fruit,1723_08-12-2015
4398,08-11-2015,oil,4398_08-11-2015
4667,25-08-2015,rolls/buns,4667_25-08-2015
2691,05-02-2015,citrus fruit,2691_05-02-2015
1636,05-12-2015,berries,1636_05-12-2015
2681,02-05-2015,beef,2681_02-05-2015
3854,19-03-2015,citrus fruit,3854_19-03-2015
2571,17-07-2015,frankfurter,2571_17-07-2015
3789,12-10-2015,whole milk,3789_12-10-2015
4119,15-04-2015,beef,4119_15-04-2015
3099,18-07-2015,pip fruit,3099_18-07-2015
1213,07-02-2015,domestic eggs,1213_07-02-2015
2294,31-08-2015,root vegetables,2294_31-08-2015
2149,23-05-2015,softener,2149_23-05-2015
4019,28-08-2015,whole milk,4019_28-08-2015
4167,06-09-2015,frankfurter,4167_06-09-2015
2885,19-11-2015,chicken,2885_19-11-2015
4706,23-11-2015,sausage,4706_23-11-2015
3786,11-05-2015,curd,3786_11-05-2015
2019,18-02-2015,frankfurter,2019_18-02-2015
4675,31-10-2015,pip fruit,4675_31-10-2015
4042,30-04-2015,yogurt,4042_30-04-2015
2102,14-02-2015,rolls/buns,2102_14-02-2015
2240,01-12-2015,chicken,2240_01-12-2015
2151,16-07-2015,beef,2151_16-07-2015
3878,24-07-2015,citrus fruit,3878_24-07-2015
4235,25-09-2015,beef,4235_25-09-2015
4817,20-12-2015,rolls/buns,4817_20-12-2015
1992,28-08-2015,pastry,1992_28-08-2015
3407,25-03-2015,canned beer,3407_25-03-2015
3668,22-10-2015,whole milk,3668_22-10-2015
3500,21-07-2015,pip fruit,3500_21-07-2015
1874,15-06-2015,citrus fruit,1874_15-06-2015
1343,01-11-2015,other vegetables,1343_01-11-2015
3234,16-08-2015,citrus fruit,3234_16-08-2015
1430,27-10-2015,beef,1430_27-10-2015
3772,27-09-2015,meat,3772_27-09-2015
2981,10-03-2015,UHT-milk,2981_10-03-2015
1287,28-01-2015,frankfurter,1287_28-01-2015
1500,08-03-2015,sausage,1500_08-03-2015
2193,14-04-2015,bottled beer,2193_14-04-2015
1997,21-07-2015,soda,1997_21-07-2015
4546,03-09-2015,tropical fruit,4546_03-09-2015
4736,21-07-2015,other vegetables,4736_21-07-2015
1959,30-03-2015,hamburger meat,1959_30-03-2015
1974,03-05-2015,fish,1974_03-05-2015
2421,02-09-2015,frankfurter,2421_02-09-2015
1513,03-08-2015,yogurt,1513_03-08-2015
1905,07-07-2015,tropical fruit,1905_07-07-2015
2810,08-09-2015,meat,2810_08-09-2015
2867,12-11-2015,bottled water,2867_12-11-2015
3962,18-09-2015,hamburger meat,3962_18-09-2015
1088,30-11-2015,meat,1088_30-11-2015
4976,17-07-2015,frankfurter,4976_17-07-2015
4056,12-06-2015,chicken,4056_12-06-2015
3611,13-02-2015,chicken,3611_13-02-2015
1420,14-01-2015,salty snack,1420_14-01-2015
4286,08-03-2015,whole milk,4286_08-03-2015
4918,27-01-2015,rolls/buns,4918_27-01-2015
4783,22-10-2015,beef,4783_22-10-2015
3709,26-10-2015,citrus fruit,3709_26-10-2015
4289,08-10-2015,chicken,4289_08-10-2015
1559,03-10-2015,citrus fruit,1559_03-10-2015
2900,11-04-2015,bottled water,2900_11-04-2015
1905,21-02-2015,sausage,1905_21-02-2015
3527,29-09-2015,pip fruit,3527_29-09-2015
1495,09-01-2015,frankfurter,1495_09-01-2015
3558,03-04-2015,ham,3558_03-04-2015
3128,20-04-2015,butter,3128_20-04-2015
1863,04-08-2015,pork,1863_04-08-2015
3841,19-07-2015,pork,3841_19-07-2015
3903,06-10-2015,citrus fruit,3903_06-10-2015
2658,16-10-2015,canned beer,2658_16-10-2015
4272,06-06-2015,berries,4272_06-06-2015
1120,26-09-2015,condensed milk,1120_26-09-2015
2676,15-08-2015,chicken,2676_15-08-2015
1697,21-05-2015,rolls/buns,1697_21-05-2015
2507,25-08-2015,pork,2507_25-08-2015
4620,11-03-2015,whole milk,4620_11-03-2015
3365,01-02-2015,root vegetables,3365_01-02-2015
2978,05-06-2015,chicken,2978_05-06-2015
2910,28-07-2015,root vegetables,2910_28-07-2015
1061,05-09-2015,tropical fruit,1061_05-09-2015
3276,03-04-2015,root vegetables,3276_03-04-2015
1326,19-06-2015,chewing gum,1326_19-06-2015
3023,28-07-2015,root vegetables,3023_28-07-2015
2185,11-10-2015,chicken,2185_11-10-2015
3552,16-06-2015,canned beer,3552_16-06-2015
1967,20-01-2015,whole milk,1967_20-01-2015
4708,20-03-2015,citrus fruit,4708_20-03-2015
2874,15-02-2015,bottled beer,2874_15-02-2015
4177,13-04-2015,whole milk,4177_13-04-2015
1663,07-02-2015,onions,1663_07-02-2015
2632,02-03-2015,sausage,2632_02-03-2015
1377,14-03-2015,other vegetables,1377_14-03-2015
4162,22-12-2015,bottled beer,4162_22-12-2015
2270,01-07-2015,whole milk,2270_01-07-2015
4829,03-11-2015,yogurt,4829_03-11-2015
3811,14-04-2015,sausage,3811_14-04-2015
4766,29-09-2015,specialty chocolate,4766_29-09-2015
2436,12-04-2015,zwieback,2436_12-04-2015
3860,05-05-2015,frozen vegetables,3860_05-05-2015
4875,12-05-2015,frankfurter,4875_12-05-2015
1587,01-07-2015,whole milk,1587_01-07-2015
4038,08-07-2015,frankfurter,4038_08-07-2015
4750,21-09-2015,pork,4750_21-09-2015
1199,10-12-2015,canned vegetables,1199_10-12-2015
1603,30-09-2015,chicken,1603_30-09-2015
3111,31-01-2015,pip fruit,3111_31-01-2015
3894,13-12-2015,sausage,3894_13-12-2015
1456,18-09-2015,whole milk,1456_18-09-2015
2022,04-03-2015,pork,2022_04-03-2015
2505,30-11-2015,chicken,2505_30-11-2015
4851,20-12-2015,coffee,4851_20-12-2015
4293,04-08-2015,sausage,4293_04-08-2015
2775,06-11-2015,sausage,2775_06-11-2015
3693,18-02-2015,bottled beer,3693_18-02-2015
1202,22-07-2015,curd cheese,1202_22-07-2015
3699,23-08-2015,frankfurter,3699_23-08-2015
4152,15-04-2015,sausage,4152_15-04-2015
4155,26-01-2015,soda,4155_26-01-2015
4010,29-12-2015,rolls/buns,4010_29-12-2015
4389,20-10-2015,tropical fruit,4389_20-10-2015
3746,17-08-2015,butter,3746_17-08-2015
2560,17-05-2015,frankfurter,2560_17-05-2015
1503,25-07-2015,finished products,1503_25-07-2015
2555,23-12-2015,liver loaf,2555_23-12-2015
3645,12-12-2015,frankfurter,3645_12-12-2015
3886,11-09-2015,butter milk,3886_11-09-2015
2932,20-03-2015,whole milk,2932_20-03-2015
1711,18-06-2015,whole milk,1711_18-06-2015
4291,08-12-2015,root vegetables,4291_08-12-2015
1143,25-04-2015,whole milk,1143_25-04-2015
4564,08-07-2015,sausage,4564_08-07-2015
3337,14-05-2015,waffles,3337_14-05-2015
4931,04-05-2015,citrus fruit,4931_04-05-2015
2623,10-10-2015,whole milk,2623_10-10-2015
4581,03-04-2015,pork,4581_03-04-2015
2635,11-06-2015,berries,2635_11-06-2015
1095,30-10-2015,bottled water,1095_30-10-2015
2990,23-05-2015,chocolate,2990_23-05-2015
2426,05-06-2015,fruit/vegetable juice,2426_05-06-2015
4555,07-11-2015,whole milk,4555_07-11-2015
3635,04-09-2015,chocolate marshmallow,3635_04-09-2015
3058,18-05-2015,chicken,3058_18-05-2015
4391,26-03-2015,hygiene articles,4391_26-03-2015
1306,23-06-2015,pork,1306_23-06-2015
1024,10-08-2015,root vegetables,1024_10-08-2015
1295,23-07-2015,chicken,1295_23-07-2015
1661,01-06-2015,root vegetables,1661_01-06-2015
4591,15-05-2015,pip fruit,4591_15-05-2015
3169,14-06-2015,pip fruit,3169_14-06-2015
3915,21-05-2015,bottled beer,3915_21-05-2015
1127,14-01-2015,rolls/buns,1127_14-01-2015
4828,08-08-2015,whole milk,4828_08-08-2015
3683,10-06-2015,candy,3683_10-06-2015
1971,18-09-2015,curd,1971_18-09-2015
3014,11-11-2015,sausage,3014_11-11-2015
3779,15-09-2015,frankfurter,3779_15-09-2015
2489,04-05-2015,herbs,2489_04-05-2015
3564,27-06-2015,grapes,3564_27-06-2015
4092,30-09-2015,sausage,4092_30-09-2015
3221,13-01-2015,bottled beer,3221_13-01-2015
1279,06-09-2015,yogurt,1279_06-09-2015
2581,22-08-2015,canned beer,2581_22-08-2015
2295,25-02-2015,nuts/prunes,2295_25-02-2015
4760,22-02-2015,grapes,4760_22-02-2015
3649,16-01-2015,grapes,3649_16-01-2015
1075,19-11-2015,citrus fruit,1075_19-11-2015
3987,19-08-2015,whole milk,3987_19-08-2015
4106,25-08-2015,rolls/buns,4106_25-08-2015
4338,24-06-2015,rolls/buns,4338_24-06-2015
4166,06-11-2015,canned beer,4166_06-11-2015
1211,10-03-2015,butter,1211_10-03-2015
3954,21-01-2015,beef,3954_21-01-2015
3928,18-07-2015,soda,3928_18-07-2015
3827,30-09-2015,sausage,3827_30-09-2015
4699,08-02-2015,sausage,4699_08-02-2015
4747,08-06-2015,cream cheese ,4747_08-06-2015
3028,09-06-2015,long life bakery product,3028_09-06-2015
2851,16-03-2015,other vegetables,2851_16-03-2015
4417,25-02-2015,canned beer,4417_25-02-2015
3822,07-03-2015,bottled water,3822_07-03-2015
2288,31-05-2015,sausage,2288_31-05-2015
2184,30-06-2015,pork,2184_30-06-2015
1345,21-07-2015,grapes,1345_21-07-2015
4441,09-11-2015,bottled beer,4441_09-11-2015
2540,16-02-2015,instant coffee,2540_16-02-2015
1997,06-06-2015,berries,1997_06-06-2015
2294,26-07-2015,citrus fruit,2294_26-07-2015
1523,28-03-2015,beef,1523_28-03-2015
3165,18-08-2015,yogurt,3165_18-08-2015
4831,12-04-2015,frozen meals,4831_12-04-2015
4073,02-11-2015,tropical fruit,4073_02-11-2015
3661,25-07-2015,citrus fruit,3661_25-07-2015
2019,09-10-2015,salty snack,2019_09-10-2015
1092,16-05-2015,soda,1092_16-05-2015
4078,14-11-2015,beef,4078_14-11-2015
4753,21-06-2015,citrus fruit,4753_21-06-2015
1279,10-09-2015,sausage,1279_10-09-2015
1012,19-11-2015,root vegetables,1012_19-11-2015
2362,23-11-2015,frankfurter,2362_23-11-2015
2789,06-02-2015,curd,2789_06-02-2015
3229,07-08-2015,curd,3229_07-08-2015
1715,03-05-2015,whole milk,1715_03-05-2015
4351,16-01-2015,whole milk,4351_16-01-2015
4397,27-06-2015,onions,4397_27-06-2015
3653,21-10-2015,whole milk,3653_21-10-2015
2730,10-11-2015,root vegetables,2730_10-11-2015
4321,27-10-2015,pip fruit,4321_27-10-2015
1086,17-11-2015,beef,1086_17-11-2015
1708,28-12-2015,citrus fruit,1708_28-12-2015
4293,24-08-2015,sausage,4293_24-08-2015
4524,22-04-2015,ice cream,4524_22-04-2015
3783,08-03-2015,ice cream,3783_08-03-2015
1460,24-06-2015,tropical fruit,1460_24-06-2015
2960,19-12-2015,tropical fruit,2960_19-12-2015
3442,12-10-2015,sparkling wine,3442_12-10-2015
4059,07-05-2015,sausage,4059_07-05-2015
1822,03-03-2015,tropical fruit,1822_03-03-2015
1584,10-07-2015,long life bakery product,1584_10-07-2015
1624,04-02-2015,whole milk,1624_04-02-2015
4877,06-11-2015,ham,4877_06-11-2015
1567,11-04-2015,frankfurter,1567_11-04-2015
2018,04-01-2015,rolls/buns,2018_04-01-2015
1182,01-09-2015,hamburger meat,1182_01-09-2015
3401,02-08-2015,condensed milk,3401_02-08-2015
4547,18-01-2015,whole milk,4547_18-01-2015
3547,21-10-2015,bottled beer,3547_21-10-2015
4831,06-04-2015,sausage,4831_06-04-2015
2851,01-01-2015,white bread,2851_01-01-2015
3072,28-02-2015,other vegetables,3072_28-02-2015
1398,15-04-2015,sausage,1398_15-04-2015
1779,28-10-2015,beef,1779_28-10-2015
1823,27-11-2015,berries,1823_27-11-2015
3360,14-11-2015,beef,3360_14-11-2015
1565,15-10-2015,whole milk,1565_15-10-2015
4321,08-05-2015,frankfurter,4321_08-05-2015
1293,05-03-2015,tropical fruit,1293_05-03-2015
3331,25-07-2015,whole milk,3331_25-07-2015
2408,19-05-2015,citrus fruit,2408_19-05-2015
2742,10-10-2015,dessert,2742_10-10-2015
3934,01-05-2015,whole milk,3934_01-05-2015
4742,22-06-2015,pastry,4742_22-06-2015
4405,22-07-2015,curd cheese,4405_22-07-2015
3229,25-03-2015,other vegetables,3229_25-03-2015
2817,22-12-2015,male cosmetics,2817_22-12-2015
2741,17-02-2015,other vegetables,2741_17-02-2015
3562,30-12-2015,finished products,3562_30-12-2015
4442,10-06-2015,other vegetables,4442_10-06-2015
2022,05-02-2015,fruit/vegetable juice,2022_05-02-2015
4380,03-11-2015,berries,4380_03-11-2015
3687,22-12-2015,other vegetables,3687_22-12-2015
2077,07-05-2015,roll products ,2077_07-05-2015
3273,15-03-2015,sausage,3273_15-03-2015
3736,27-11-2015,beef,3736_27-11-2015
3190,28-03-2015,tropical fruit,3190_28-03-2015
3295,28-07-2015,sausage,3295_28-07-2015
3276,30-06-2015,specialty chocolate,3276_30-06-2015
4405,06-01-2015,bottled water,4405_06-01-2015
4266,31-07-2015,sausage,4266_31-07-2015
1372,25-06-2015,whole milk,1372_25-06-2015
1242,13-12-2015,beverages,1242_13-12-2015
4820,01-05-2015,pastry,4820_01-05-2015
4702,08-11-2015,grapes,4702_08-11-2015
3687,16-07-2015,citrus fruit,3687_16-07-2015
4115,20-03-2015,citrus fruit,4115_20-03-2015
2236,03-02-2015,meat,2236_03-02-2015
1026,15-03-2015,salty snack,1026_15-03-2015
2678,20-03-2015,finished products,2678_20-03-2015
1934,04-08-2015,bottled beer,1934_04-08-2015
3525,14-02-2015,citrus fruit,3525_14-02-2015
1354,29-11-2015,ice cream,1354_29-11-2015
2782,09-04-2015,tropical fruit,2782_09-04-2015
4456,16-05-2015,margarine,4456_16-05-2015
4869,03-04-2015,soda,4869_03-04-2015
2454,26-08-2015,sausage,2454_26-08-2015
4222,20-08-2015,beverages,4222_20-08-2015
1358,11-09-2015,whipped/sour cream,1358_11-09-2015
3393,15-02-2015,tropical fruit,3393_15-02-2015
1615,03-12-2015,herbs,1615_03-12-2015
4734,12-07-2015,whole milk,4734_12-07-2015
4946,04-11-2015,yogurt,4946_04-11-2015
2419,22-08-2015,hamburger meat,2419_22-08-2015
4989,03-06-2015,pip fruit,4989_03-06-2015
2961,27-05-2015,frozen potato products,2961_27-05-2015
2707,07-03-2015,whole milk,2707_07-03-2015
2010,06-11-2015,whole milk,2010_06-11-2015
1502,16-04-2015,sausage,1502_16-04-2015
2600,29-04-2015,female sanitary products,2600_29-04-2015
3603,30-01-2015,beef,3603_30-01-2015
4352,14-04-2015,sausage,4352_14-04-2015
1477,16-05-2015,sausage,1477_16-05-2015
4938,24-11-2015,tropical fruit,4938_24-11-2015
2745,27-01-2015,frankfurter,2745_27-01-2015
2738,09-11-2015,beef,2738_09-11-2015
4170,19-01-2015,curd,4170_19-01-2015
3776,17-05-2015,bottled water,3776_17-05-2015
1062,18-09-2015,yogurt,1062_18-09-2015
1546,03-01-2015,root vegetables,1546_03-01-2015
2020,19-11-2015,sliced cheese,2020_19-11-2015
2366,18-01-2015,pip fruit,2366_18-01-2015
1107,03-01-2015,chicken,1107_03-01-2015
1407,29-07-2015,ham,1407_29-07-2015
3718,26-02-2015,specialty chocolate,3718_26-02-2015
4808,26-07-2015,fish,4808_26-07-2015
2940,21-05-2015,detergent,2940_21-05-2015
3048,10-12-2015,rolls/buns,3048_10-12-2015
3165,15-06-2015,sausage,3165_15-06-2015
4306,28-12-2015,coffee,4306_28-12-2015
4302,05-11-2015,frankfurter,4302_05-11-2015
4516,29-03-2015,sausage,4516_29-03-2015
3582,31-03-2015,whole milk,3582_31-03-2015
1534,10-07-2015,dessert,1534_10-07-2015
